OBJECTID,SEGMENTID,ARCID,PD,PT,SN,ST,SD,GEONAMEID,PRIMARYNAME,ALIAS1,ALIAS2,ALIAS3,ALIAS4,ALIAS5,SURFACETYPE,ONEWAY,RTNAME,RTNUMBER,HWYSIGN,RPCCLASS,AOTCLASS,NUTS,NHS,FUNCL,TWN_LR,ETE_LR,CTCODE,UA,CTUA,CERTCODE,ARCMILES,AOTMILES,AOTMILES_CALC,UPDACT,LOCMETH,SRCORG,SCENICHWY,SCENICBYWAY,FORMER_RTNAME,PROVISIONALYEAR,ANCIENTROADYEAR,TRUCKROUTE,SPEEDLIMIT,ROADCLOSED,ISVISIBLE,CERTYEAR,GlobalID,FIPS8,RTNUMBER_N,RDNAME,RDFLNAME,ISVISIBLE_UC,FUNCL_OLD,Urban_Code,FAID,FED_AID,Facility_Type,PENT,TOWNGEOID,StartNodeID,EndNodeID,Ownership,created_user,created_date,last_edited_user,last_edited_date,UPDATENOTES
56200,59058,924, , ,RIDGELINE,RD, ,25418,RIDGELINE RD,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,0,0111-0,0111-0,0.0941311,0,0,-,1,26,0,0,,0,0,0,,,1,0,{6399C361-9B49-42C6-AAE6-40CCDCC162B1},50001055,0,25418,RIDGELINE RD,1,0,99998,500010550924,-,,N,5000144350,37819,37820,26,,,HMSADMIN,2018-04-27T17:37:37.000Z,-
56324,59833,551, , ,OTTERSIDE,CT, ,12167,OTTERSIDE CT,,,,,,Paved,No,TH-123,123,TH-123,3,Town Highway Class 3,N,0,7,L0111003123,-,0111,1,0111-1,0111-0,0.038502,0.04,0.1,-,1,26,0,0,,,0,0,,,1,,{D96CA54C-E632-47C5-8232-04F6DB248A4D},50001055,123,12167,OTTERSIDE CT,0,19,99998,500010550551,-,2,N,5000144350,30954,10821,3,,,,,-
56345,19023,592,,,OLD CHAPEL,RD,,12111,OLD CHAPEL RD,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.18307976,0,0,-,1,26,0,0,,0,0,0,,,1,0,{FFA26DDF-067E-45E9-8249-B4E6A4F36987},50001055,0,12111,OLD CHAPEL RD,0,0,99998,500010550592,-,,N,5000144350,3088,3089,26,,,,,-
56565,18996,24, , ,CIDER MILL,RD, ,5760,CIDER MILL RD,,,,,,Paved,No,TH-2,2,TH-2,2,Town Highway Class 2,N,0,7,L0104002002,-,0104,0,0104-0,0104-0,1.76685955,1.8,0,-,1,26,0,0,,,0,0,,,1,,{FE14C80D-1681-43F3-BE50-B9403407C9D1},50001020,2,5760,CIDER MILL RD,1,9,99999,500010200024,-,2,N,5000116000,28057,28195,3,,,HMSADMIN,2018-04-26T14:35:22.000Z,-
56801,26379,135,N,,PLEASANT,ST,,12181,N PLEASANT ST,,,,,,Paved,No,TH-1,1,US-7,1,Town Highway Class 1,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.0318,0.034,0,-,1,26,0,200,,,0,300,,,1,,{51091E1D-3FEF-4F98-8691-04FD345B1882},50001055,1,12181,N PLEASANT ST,1,14,99998,500010550135,019-3,2,N,5000144350,30695,46632,3,,,HMSADMIN,2019-12-09T15:24:43.000Z,-
56949,52431,3,,,VT ROUTE 125,,,5785,VT ROUTE 125,,,,,ROUTE 125,Paved,No,VT-125,125,VT-125,30,State Highway,N,0,5,V125-0104,V125,0104,0,0104-0,0104-0,0.98920932,1.002,0,-,1,26,0,0,,,0,0,,,1,2013,{E63F0789-A434-4700-9FF5-AE645C31604C},50001020,125,5785,VT ROUTE 125,1,7,99999,500010200003,0172,2,N,5000116000,37889,28195,1,,,HMSADMIN,2018-12-06T20:57:10.000Z,-
57374,11409,184, , ,CHATEAU,RD, ,12110,CHATEAU RD,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.14836406,0,0,-,1,26,0,0,,0,0,0,,,1,0,{F8D3B045-4E4D-4B44-860D-364F1C0CC0B2},50001055,0,12110,CHATEAU RD,0,0,99998,500010550184,-,,N,5000144350,3163,46563,26,,,,,-
57515,41223,63, ,,WEYBRIDGE,RD,,23230,WEYBRIDGE RD,RT 23,,,,,Paved,No,TH-1,1,VT-23,2,Town Highway Class 2,N,0,5,S01810122,S0181,0122,0,0122-0,0122-0,0.32746398,0.33,0,-,1,26,0,0,,,0,0,,,1,,{F189939E-71E7-4F29-8442-6FAF41D8DFB2},50001110,1,23230,WEYBRIDGE RD,1,7,99999,500011100063,0181,2,N,5000183275,10118,46532,3,,,HMSADMIN,2017-04-04T19:31:55.000Z,-
57530,48737,109,,,SEMINARY ST,EXT,,12216,SEMINARY ST EXT,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,5,S59240111,S5924,0111,1,0111-1,0111-0,0.0983999,0.1,0.27000001,-,1,26,0,0,,,0,0,,,1,,{6A626E48-A379-4374-86FE-71AC41404A8B},50001055,7,12216,SEMINARY ST EXT,1,17,99998,500010550109,5924,2,N,5000144350,3087,3545,3,,,HMSADMIN,2019-10-30T18:24:36.000Z,-
58056,56075,702,N,,PLEASANT,ST,,12181,N PLEASANT ST,,,,,,Paved,No,TH-1,1,US-7,1,Town Highway Class 1,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.03506,0.036,0.089,-,1,26,0,200,,,0,300,,,1,,{70D5B711-B8D8-4126-988D-52E220296F25},50001055,1,12181,N PLEASANT ST,1,14,99998,500010550702,019-3,2,N,5000144350,46642,30788,3,,,HMSADMIN,2019-12-09T19:22:37.000Z,-
58375,44276,983,,,COLLEGE,ST,,12124,COLLEGE ST,,,,,,Paved,No,VT-125,125,VT-125,30,State Highway,N,0,4,V125-0111,V125,0111,0,0111-0,0111-0,0.22409,0.224,0,-,1,26,0,200,,,0,0,,,1,,{F6E3BF31-4EF4-4E07-AF19-BE602EE86BC0},50001055,125,12124,COLLEGE ST,1,16,99998,500010550983,5900,2,N,5000144350,37888,37889,1,,,HMSADMIN,2019-12-11T16:22:01.000Z,-
58413,26373,831, , ,WATER,ST, ,12148,WATER ST,,,,,,Paved,No,TH-46,46,TH-46,3,Town Highway Class 3,N,0,5,S59380111,S5938,0111,1,0111-1,0111-0,0.08618224,0.09,0,-,1,26,0,0,,,0,0,,,1,2011,{77C560B5-E31E-4FFE-BCE1-936DC7D588E7},50001055,46,12148,WATER ST,1,17,99998,500010550831,5938,2,N,5000144350,46660,37970,3,,,HMSADMIN,2018-04-17T17:37:22.000Z,-
58811,37429,413,,,MONROE,ST,,12133,MONROE ST,,,,,,Paved,No,TH-21,21,TH-21,3,Town Highway Class 3,N,0,7,L0111003021,-,0111,1,0111-1,0111-0,0.09420397,0.12,0,-,1,26,0,0,,,0,0,,,1,,{A4CA0EAF-B555-4A7F-8F9D-DB39A4ED3BF8},50001055,21,12133,MONROE ST,0,19,99998,500010550413,-,2,N,5000144350,8635,46603,3,,,,,-
58949,21183,695,,,SOUTH,ST,,12119,SOUTH ST,,,,,,Paved,No,TH-6,6,TH-6,3,Town Highway Class 3,N,0,5,S59300111,S5930,0111,1,0111-1,0111-0,0.08053981,0.08,0,-,1,26,0,0,,,0,0,,,1,,{15C3803A-9147-4894-BF00-BD55D4F25D8E},50001055,6,12119,SOUTH ST,1,17,99998,500010550695,5930,2,N,5000144350,46641,36048,3,,,HMSADMIN,2018-04-18T16:41:04.000Z,-
59096,131,206, , ,HARROW,WAY, ,12142,HARROW WAY,,,,,,Paved,No,TH-120,120,TH-120,3,Town Highway Class 3,N,0,7,L0111003120,-,0111,1,0111-1,0111-0,0.17556133,0.17,0,-,2,26,0,0,,,0,0,,,1,,{4726559A-58D0-4FAE-AF28-B79352419F34},50001055,120,12142,HARROW WAY,0,19,99998,500010550206,-,2,N,5000144350,4511,30785,3,,,,,-
59780,18967,856, , ,LUCIUS SHAW,LN, ,12166,LUCIUS SHAW LN,,,,,,Paved,No,TH-95,95,TH-95,3,Town Highway Class 3,N,0,7,L0111003095,-,0111,1,0111-1,0111-0,0.07999924,0.08,0,-,1,26,0,0,,,0,0,,,1,,{D7D835CF-3A9D-48A0-8DBB-8A28DA202C88},50001055,95,12166,LUCIUS SHAW LN,0,19,99998,500010550856,-,2,N,5000144350,46635,53989,3,,,HMSADMIN,2018-04-27T17:57:23.000Z,-
59963,59058,922, , ,RIDGELINE,RD, ,25418,RIDGELINE RD,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,0,0111-0,0111-0,0.0195531,0,0,-,1,26,0,0,,0,0,0,,,1,0,{3919871C-E741-4DD1-8A01-EBF5178BA6A3},50001055,0,25418,RIDGELINE RD,1,0,99998,500010550922,-,,N,5000144350,37820,38611,26,,,HMSADMIN,2018-04-27T17:37:45.000Z,-
60165,26385,62, , ,PLEASANT VIEW,TER, ,23258,PLEASANT VIEW TER,,,,,,Paved,No,TH-21,21,TH-21,3,Town Highway Class 3,N,0,7,L0122003021,-,0122,0,0122-0,0122-0,0.1892,0.19,0,-,1,26,0,0,,,0,0,,,1,,{5E396769-E4BB-458E-B64A-00F361C2B710},50001110,21,23258,PLEASANT VIEW TER,1,9,99999,500011100062,-,2,N,5000183275,10118,10119,3,,,HMSADMIN,2018-10-04T18:48:02.000Z,-
60466,25699,982, , ,BICENTENNIAL,WAY, ,25417,BICENTENNIAL WAY,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,0,0111-0,0111-0,0.03538377,0,0,-,1,26,0,0,,0,0,0,,,1,0,{2B280E0C-F4B8-46F4-A48D-D4F672958895},50001055,0,25417,BICENTENNIAL WAY,0,0,99998,500010550982,-,,N,5000144350,37888,37821,26,,,,,-
61177,52292,173,,,VT ROUTE 125,,,5785,VT ROUTE 125,,,,,ROUTE 125,Paved,No,VT-125,125,VT-125,30,State Highway,N,0,5,V125-0104,V125,0104,0,0104-0,0104-0,0.81264165,0.859,0,-,1,26,0,0,,,0,0,50,,1,2013,{B1DC82B5-87FE-4464-B52B-BFE9301E0699},50001020,125,5785,VT ROUTE 125,1,7,99999,500010200173,0172,2,N,5000116000,28072,28197,1,,,HMSADMIN,2016-11-30T20:40:03.000Z,-
61308,3776,215, , ,SWANAGE,CT, ,12141,SWANAGE CT,,,,,,Paved,No,TH-89,89,TH-89,3,Town Highway Class 3,N,0,7,L0111003089,-,0111,1,0111-1,0111-0,0.16482802,0.16,0,-,1,26,0,0,,,0,0,,,1,,{EFABB423-4B30-410E-9160-19A26C26EA95},50001055,89,12141,SWANAGE CT,0,19,99998,500010550215,-,2,N,5000144350,3176,30786,3,,,,,-
61671,18936,113,N,,PLEASANT,ST,,12181,N PLEASANT ST,,,,,,Paved,No,TH-1,1,US-7,1,Town Highway Class 1,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.00413,0.003,0,-,1,26,0,200,,,0,0,,,1,,{1EFDC8F6-3EDD-4406-93C9-8EB3328612A9},50001055,1,12181,N PLEASANT ST,1,14,99998,500010550113,019-3,2,N,5000144350,30788,30789,3,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
61679,59931,846,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,Yes - Direction of arc,TH-2,2,VT-30,11,Town Highway Class 1 - North Bound,N,0,4,V030-0111WA001,V030-WA001,0111,1,0111-1,0111-0,0.00664934,0.007,0,-,5,26,0,200,,,0,0,,,1,2011,{5DE577A3-71FE-4369-9BF4-FCC7530DBFA7},50001055,2,12126,MAIN ST,1,16,99998,500010550846,5900,5,N,5000144350,37688,37691,3,,,HMSADMIN,2019-05-24T18:27:30.000Z,-
61921,13725,872,S,,MAIN,ST,,12179,S MAIN ST,,,,,,Paved,No,TH-2,2,VT-30,1,Town Highway Class 1,N,0,4,V030-0111,V030,0111,0,0111-0,0111-0,0.35884879,0.364,0.449,-,1,26,0,200,,,0,0,,,1,,{75291978-EB07-40FF-8E90-ED11A8EB1928},50001055,2,12179,S MAIN ST,1,16,99998,500010550872,5900,2,N,5000144350,30266,30267,3,,,HMSADMIN,2019-02-07T22:36:21.000Z,-
62301,,212,,,,,,,,,,,,,Paved,No,TH-53,53,TH-53,3,Town Highway Class 3,N,0,7,L0111003053,-,0111,1,0111-1,0111-0,0.0350894,0.04,0,-,1,26,0,0,,,0,0,,,1,,{19EB77F6-C964-4765-90F0-35823E7BCE1F},50001055,53,26793,TH 53,0,19,99998,500010550212,-,2,N,5000144350,11965,11966,3,,,,,-
62600,22533,125,,,HIGH,ST,,12159,HIGH ST,,,,,,Paved,No,TH-74,74,TH-74,3,Town Highway Class 3,N,0,5,S59100111,S5910,0111,1,0111-1,0111-0,0.09462228,0.1,0,-,1,26,0,0,,,0,0,,,1,,{7CC0D079-1EF1-4F2F-8660-64FAA2137997},50001055,74,12159,HIGH ST,1,17,99998,500010550125,5910,2,N,5000144350,30783,4432,3,,,HMSADMIN,2019-10-30T18:22:42.000Z,-
63151,33812,131,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,No,TH-2,2,VT-30,1,Town Highway Class 1,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.02662822,0.026,0,-,1,26,0,200,,,0,0,,,1,,{BD709A4D-65F6-43FF-9679-5FFF2153470E},50001055,2,12126,MAIN ST,1,16,99998,500010550131,5900,2,N,5000144350,46632,30696,3,,,HMSADMIN,2019-10-30T12:36:45.000Z,-
63355,22554,172,,,COURT,ST,,12154,COURT ST,,,,,,Paved,No,TH-1,1,US-7,1,Town Highway Class 1,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.05258,0.053,0,-,1,26,0,200,,,0,300,,,1,2011,{B845AE1B-7EAE-410B-A6CD-A37BB66A728E},50001055,1,12154,COURT ST,1,14,99998,500010550172,019-3,2,N,5000144350,30817,37060,3,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
63842,26495,577,,,BUTTOLPH,DR,,12303,BUTTOLPH DR,,,,,,Paved,No,TH-97,97,TH-97,3,Town Highway Class 3,N,0,7,L0111003097,-,0111,1,0111-1,0111-0,0.06659034,0.07,0,-,8,26,0,0,,,0,0,,,1,,{25667940-BA93-40CE-B4B2-4C4857D85FFF},50001055,97,12303,BUTTOLPH DR,0,19,99998,500010550577,-,2,N,5000144350,30784,30793,3,,,HMSADMIN,2019-12-09T18:40:04.000Z,-
64201,48739,830,,,FRANKLIN,ST,,12113,FRANKLIN ST,,,,,,Paved,No,TH-57,57,TH-57,3,Town Highway Class 3,N,0,7,L0111003057,-,0111,1,0111-1,0111-0,0.15298453,0.15,0,-,1,26,0,0,,,0,0,,,1,2011,{647041F9-2A25-4B58-B5B8-2E66F191D3B2},50001055,57,12113,FRANKLIN ST,0,19,99998,500010550830,-,2,N,5000144350,37872,37969,3,,,,,-
64363,59914,561,,,MIDDLE SEYMOUR,,,12189,MIDDLE SEYMOUR,,,,,,Paved,No,TH-70,70,TH-70,3,Town Highway Class 3,N,0,5,S59120111,S5912,0111,1,0111-1,0111-0,0.11975308,0.12,0.17,-,1,26,0,0,,,0,0,,,1,,{AF82462E-36CB-4E1F-AA74-96B0071883D7},50001055,70,12189,MIDDLE SEYMOUR,1,17,99998,500010550561,5912,2,N,5000144350,30952,30953,3,,,,,-
64371,19028,256,,,COURT,ST,,12154,COURT ST,,,,,,Paved,No,US-7,7,US-7,40,US Highway,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.03622,0.038,0,-,1,26,0,200,,,0,300,35,,1,,{470892F7-4114-4D95-A403-580009190112},50001055,7,12154,COURT ST,1,14,99998,500010550256,019-3,2,N,5000144350,30819,30820,1,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
64462,48576,671, , ,QUARRY,RD, ,12213,QUARRY RD,,,,,,Paved,No,TH-7,7,TH-7,2,Town Highway Class 2,N,0,7,L0111002007,-,0111,0,0111-0,0111-0,0.16625694,0.16,0.57,-,1,26,0,0,,,0,0,,,1,,{B35DA2B0-F92B-42E9-8F35-3F297ABDFDA8},50001055,7,12213,QUARRY RD,1,19,99999,500010550671,-,2,N,5000144350,3171,3172,3,,,HMSADMIN,2018-04-27T17:21:32.000Z,-
65126,25699,981, , ,BICENTENNIAL,WAY, ,25417,BICENTENNIAL WAY,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.30384441,0,0,-,1,26,0,0,,0,0,0,,,1,0,{68A1AA57-3472-4BE8-9A4C-F8CE0FC4255F},50001055,0,25417,BICENTENNIAL WAY,0,0,99998,500010550981,-,,N,5000144350,37821,37822,26,,,,,-
65457,254213,171, , ,LEDGEMONT,LN, ,5754,LEDGEMONT LN,,,,,,Unknown,No,-,-,-,96,Discontinued Road,N,0,0,-,-,0104,0,0104-0,0104-0,0.0719977,0,0,-,1,26,0,0,TH-13,,0,0,,,1,2010,{CC8C3D1F-32A7-4541-BEB7-06D92CF7D9BE},50001020,0,5754,LEDGEMONT LN,1,0,99999,500010200171,-,,N,5000116000,44835,44834,26,,,HMSADMIN,2018-04-26T14:34:03.000Z,-
66360,36028,761, , ,BENEDICT,LN, ,12123,BENEDICT LN,,,,,,Paved,No,TH-56,56,TH-56,3,Town Highway Class 3,N,0,7,L0111003056,-,0111,1,0111-1,0111-0,0.09072116,0.09,0,-,1,26,0,0,,,0,0,,,1,,{3C827A27-0534-4125-BFF9-8549E71B67DB},50001055,56,12123,BENEDICT LN,0,19,99998,500010550761,-,2,N,5000144350,3546,44925,3,,,,,-
66462,11287,65,,,PETERSON,TER,,12170,PETERSON TER,,,,,,Paved,No,TH-109,109,TH-109,3,Town Highway Class 3,N,0,7,L0111003109,-,0111,1,0111-1,0111-0,0.04480877,0.048,0,-,1,26,0,0,,,0,0,,,1,,{18A7020C-FA3A-4789-AFC7-652BC2F3511E},50001055,109,12170,PETERSON TER,0,19,99998,500010550065,-,2,N,5000144350,2813,3383,3,,,,,-
66646,52428,836,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,Yes - Direction of arc,TH-2,2,VT-30,11,Town Highway Class 1 - North Bound,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.02661558,0.026,0,-,5,26,0,200,,,0,0,,,1,2011,{82656D9F-736A-41B4-AAEA-A231CB754784},50001055,2,12126,MAIN ST,1,16,99998,500010550836,5900,2,N,5000144350,37924,37686,3,,,HMSADMIN,2018-04-27T17:47:10.000Z,-
66738,73872,751, , ,LACROSSE,DR, ,368850,LACROSSE DR,,,,,,Paved,No,TH-132,132,TH-132,3,Town Highway Class 3,N,0,7,L0111003132,-,0111,0,0111-0,0111-0,0.06278577,0.05,0.15999999,-,6,26,0,0,,,0,0,,,1,2010,{971AA1A1-F14A-4882-B0CC-AECF29DA43E0},50001055,132,368850,LACROSSE DR,1,19,99998,500010550751,-,2,N,5000144350,34788,34791,3,,,HMSADMIN,2018-01-29T19:35:01.000Z,-
66755,37419,637,,,BIRCHARD,PARK,,12139,BIRCHARD PARK,,,,,,Unknown,No,-,-,-,9,Private Road - No Show,N,0,0,-,-,0111,0,0111-0,0111-0,0.0380408,0,0,-,1,26,0,0,,0,0,0,,,1,0,{CA1808FA-3438-4896-9359-C7FDAD295B4E},50001055,0,12139,BIRCHARD PARK,1,0,99998,500010550637,-,,N,5000144350,53985,53986,26,,,HMSADMIN,2018-04-27T17:41:10.000Z,-
66766,33821,571,,,WASHINGTON ST,EXT,,12198,WASHINGTON ST EXT,,,,,,Paved,No,TH-6,6,TH-6,2,Town Highway Class 2,N,0,5,S59360111,S5936,0111,1,0111-1,0111-0,0.06363245,0.06,0.14,-,1,26,0,0,,,0,0,,,1,,{ABADF360-7269-4340-A135-942FF676298D},50001055,6,12198,WASHINGTON ST EXT,1,17,99998,500010550571,5936,2,N,5000144350,25024,46644,3,,,HMSADMIN,2018-04-18T13:12:49.000Z,-
66854,44968,200,,,LEMON FAIR,RD,,5755,LEMON FAIR RD,,,,,,Paved,No,TH-12,12,TH-12,3,Town Highway Class 3,N,0,7,L0104003012,-,0104,0,0104-0,0104-0,0.01675915,0.01,0,-,1,26,0,0,,,0,0,,,1,,{A2EC7EEC-C5E4-468A-824B-4F097073B91D},50001020,12,5755,LEMON FAIR RD,1,9,99999,500010200200,-,2,N,5000116000,42506,42750,3,HMSADMIN,2016-12-01T12:59:22.000Z,HMSADMIN,2018-04-26T14:34:09.000Z,-
67412,41143,111, , ,FREEMAN,WAY, ,12102,FREEMAN WAY,,,,,,Unknown,No,-,P,-,9,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.02971202,0,0,-,1,26,0,0,,0,0,0,,,1,0,{606D73D9-B284-4064-BB1E-C3C1F45026BA},50001055,0,12102,FREEMAN WAY,0,0,99998,500010550111,-,,N,5000144350,2871,2872,26,,,,,-
67540,55982,57, ,,WEYBRIDGE,RD,,23230,WEYBRIDGE RD,RT 23,,,,,Paved,No,TH-1,1,VT-23,2,Town Highway Class 2,N,0,5,S01810122,S0181,0122,0,0122-0,0122-0,0.3875992,0.39,0,-,1,26,0,0,,,0,0,,,1,,{C4BD7F53-7A93-4C19-877D-D447EAFDC5F9},50001110,1,23230,WEYBRIDGE RD,1,7,99999,500011100057,0181,2,N,5000183275,46532,7621,3,,,HMSADMIN,2017-04-04T19:35:10.000Z,-
67630,70852,775,,,COURT,ST,,12154,COURT ST,,,,,,Paved,No,US-7,7,US-7,40,US Highway,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.08928,0.086,0.18199999,-,1,26,0,200,,,0,300,35,,1,,{9EE180D7-C688-4D17-BED2-32467F2DE822},50001055,7,12154,COURT ST,1,14,99998,500010550775,019-3,2,N,5000144350,35428,30819,1,,,HMSADMIN,2019-10-30T13:45:49.000Z,-
67901,52274,148,S, ,PLEASANT,ST, ,12152,S PLEASANT ST,,,,,,Paved,Yes - Direction of arc,TH-1,1,US-7,12,Town Highway Class 1 - South Bound,N,7,3,U007-0111S,U007-S,0111,1,0111-1,0111-0,0.03258713,0.03,0,-,1,26,0,0,,,0,0,,,1,,{99F0AF5E-C5B6-41FF-8E4B-798595CF1DB9},50001055,1,12152,S PLEASANT ST,1,14,99998,500010550148,019-3,6,N,5000144350,53981,30815,3,,,,,-
68134,41140,578, , ,MAHADY,CT, ,12292,MAHADY CT,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.27269701,0,0,-,8,26,0,0,,0,0,0,,,1,0,{67CF0D10-C1B8-4AA2-AC3D-003206498A1E},50001055,0,12292,MAHADY CT,0,0,99998,500010550578,-,,N,5000144350,30791,30793,26,,,,,-
68290,15082,152,S, ,PLEASANT,ST, ,12152,S PLEASANT ST,,,,,,Paved,No,TH-47,47,TH-47,3,Town Highway Class 3,N,0,5,S59320111,S5932,0111,1,0111-1,0111-0,0.0302233,0.03,0,-,1,26,0,0,,,0,0,,,1,,{1F5CF4A6-688E-4F4E-827F-BFB21D75CA27},50001055,47,12152,S PLEASANT ST,1,17,99998,500010550152,5932,2,N,5000144350,30815,30816,3,,,HMSADMIN,2018-04-18T12:35:30.000Z,-
68359,15204,78, , ,ORCHARD,LN, ,23255,ORCHARD LN,,,,,,Paved,No,TH-25,25,TH-25,3,Town Highway Class 3,N,0,7,L0122003025,-,0122,0,0122-0,0122-0,0.27413371,0.25,0,-,8,26,0,0,,,0,0,,,1,,{52563BE5-78CA-4CEA-83A0-5DBB3BCD5739},50001110,25,23255,ORCHARD LN,1,9,99999,500011100078,-,2,N,5000183275,54001,54002,3,,,,,-
68570,15070,471,,,BROOKSIDE,DR,,12304,BROOKSIDE DR,,,,,,Paved,No,TH-105,105,TH-105,3,Town Highway Class 3,N,0,7,L0111003105,-,0111,1,0111-1,0111-0,0.13561316,0.12,0,-,8,26,0,0,,,0,0,,,1,,{B4092447-428F-4FAD-A47C-09796EDEAF79},50001055,105,12304,BROOKSIDE DR,0,19,99998,500010550471,-,2,N,5000144350,30691,3592,3,,,,,-
68655,24982,420,S,,MAIN,ST,,12179,S MAIN ST,,,,,,Paved,No,TH-2,2,VT-30,1,Town Highway Class 1,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.09274527,0.098,0,-,1,26,0,200,,,0,0,,,1,,{9B3CFE8C-F0A4-4655-9076-0E5F4AE450E3},50001055,2,12179,S MAIN ST,1,16,99998,500010550420,5900,2,N,5000144350,4429,4430,3,,,HMSADMIN,2019-02-07T22:36:11.000Z,-
69255,18960,78, , ,LOCUST,LN, ,12176,LOCUST LN,,,,,,Paved,No,TH-81,81,TH-81,3,Town Highway Class 3,N,0,7,L0111003081,-,0111,1,0111-1,0111-0,0.10335518,0.09,0,-,1,26,0,0,,,0,0,,,1,,{4F54A5CC-0E62-4B65-BF61-2974E11B1A28},50001055,81,12176,LOCUST LN,0,19,99998,500010550078,-,2,N,5000144350,30703,53977,3,,,,,-
69316,47289,701,N,,PLEASANT,ST,,12181,N PLEASANT ST,,,,,,Paved,No,TH-1,1,US-7,1,Town Highway Class 1,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.03134,0.032,0,-,1,26,0,200,,,0,300,,,1,,{0E035388-A5B7-4589-918B-0CC1578B80FF},50001055,1,12181,N PLEASANT ST,1,14,99998,500010550701,019-3,2,N,5000144350,53978,46642,3,,,HMSADMIN,2019-12-09T19:22:39.000Z,-
69360,36030,1002,,,COURT,ST,,12154,COURT ST,,,,,,Paved,No,US-7,7,US-7,40,US Highway,N,7,3,U007-0111,U007,0111,1,0111-1,0111-0,0.0626,0.065,0,-,1,26,0,200,,,0,300,35,,1,,{52EBDAC9-8FB5-431F-9459-86BAA4E98755},50001055,7,12154,COURT ST,1,14,99998,500010551002,019-3,2,N,5000144350,63583,35564,1,HMSADMIN,2018-09-21T15:31:01.000Z,HMSADMIN,2019-10-30T13:45:49.000Z,-
69729,193,147, , ,COURT,SQ, ,12158,COURT SQ,,,,,,Paved,Yes - Direction of arc,TH-1,1,US-7,12,Town Highway Class 1 - South Bound,N,7,3,U007-0111S,U007-S,0111,1,0111-1,0111-0,0.05337896,0.05,0,-,1,26,0,0,,,0,0,,,1,,{F8557A19-3F61-4615-BEC0-11E5F9964674},50001055,1,12158,COURT SQ,1,14,99998,500010550147,019-3,6,N,5000144350,30815,30791,3,,,,,-
69927,84,570, , ,CARDINAL,WAY, ,12289,CARDINAL WAY,,,,,,Unknown,No,-,-,-,8,Private Road - No Show,N,0,0,-,-,0111,1,0111-1,0111-0,0.04617833,0,0,-,8,26,0,0,,0,0,0,,,1,0,{D265B25E-F99A-4297-8293-7D66DE733991},50001055,0,12289,CARDINAL WAY,0,0,99998,500010550570,-,,N,5000144350,25024,25025,26,,,,,-
70143,63387,1,,,LEMON FAIR,RD,,5755,LEMON FAIR RD,,,,,,Paved,No,TH-12,12,TH-12,3,Town Highway Class 3,N,0,7,L0104003012,-,0104,0,0104-0,0104-0,0.25583106,0.25,0.75,-,1,26,0,0,,,0,0,,,1,,{6CD07E9B-FFB6-4D74-91B9-3D6D9244BB38},50001020,12,5755,LEMON FAIR RD,1,9,99999,500010200001,-,2,N,5000116000,28138,28139,3,,,RDSEditor,2017-07-12T22:22:49.000Z,-
70254,89616,835,,,MAIN,ST,,12126,MAIN ST,,,,,,Paved,Yes - Direction of arc,TH-2,2,VT-30,11,Town Highway Class 1 - North Bound,N,0,4,V030-0111,V030,0111,1,0111-1,0111-0,0.00885906,0.009,0,-,5,26,0,200,,,0,0,,,1,2011,{6E3DF1D4-227B-4791-8B8F-BC94619E80DA},50001055,2,12126,MAIN ST,1,16,99998,500010550835,5900,2,N,5000144350,37686,37687,3,,,HMSADMIN,2018-04-27T17:48:01.000Z,-
